出库单号,销售订单号,订单日期,出库日期,订单客户,库存仓库,物料编码,物料名称,报价主数量,主单位,标识,车牌号,区域,装车时间,到货时间,装车过程时间,运途时间,热鲜产品预冷时间,生产加工时间(小时),头均,单位产量（公斤/小时）,最早要货时间,最晚要货时间
SXCK202505190299,SO302025051900377025,2025-05-19,2025-05-19,贵州黔好食商贸有限公司,邕之泰鲜品库,10603006,带肉后腿骨（冷鲜）,40.0,公斤,SXCK202505190299,皖K5208Q,黔东南苗族侗族自治州凯里市,14:00,01:00:00,2.00844,2.05,,0.13333333333333333,2.0,300.0,09:51:29.616000,
SXCK202505190299,SO302025051900377025,2025-05-19,2025-05-19,贵州黔好食商贸有限公司,邕之泰鲜品库,10503002,脊膘,20.0,公斤,SXCK202505190299,皖K5208Q,黔东南苗族侗族自治州凯里市,14:00,01:00:00,2.00844,2.05,,0.13333333333333333,1.0,150.0,09:51:29.616000,
SXCK202505190280,SO302025051900377029,2025-05-19,2025-05-19,开平市水口镇张富商行,邕之泰鲜品库,10202017,带皮带骨中方肉（一级）,32.0,公斤,SXCK202505190280,桂AQ0877,0,12:30,08:00:00,2.19163,0.0,,,,,,
SXCK202505190280,SO302025051900377029,2025-05-19,2025-05-19,开平市水口镇张富商行,邕之泰鲜品库,10620002,筒骨块,10.0,公斤,SXCK202505190280,桂AQ0877,0,12:30,08:00:00,2.19163,0.0,,,,,,
SXCK202505190280,SO302025051900377029,2025-05-19,2025-05-19,开平市水口镇张富商行,邕之泰鲜品库,10310021,猪肚B,15.0,公斤,SXCK202505190280,桂AQ0877,0,12:30,08:00:00,2.19163,0.0,,,,,,
SXCK202505190314,SO302025051900377030,2025-05-19,2025-05-19,贵阳裴爱霞,邕之泰鲜品库,10313005,猪腰,35.0,公斤,SXCK202505190314,桂C29189,贵阳市花溪区,14:00,02:00:00,5.25126,0.0,,0.9722222222222222,0.24,36.0,05:46:35.464000,
SXCK202505190276,SO302025051900377031,2025-05-19,2025-05-19,开平市水口镇张富商行,邕之泰鲜品库,10313012,猪腰B,5.0,公斤,SXCK202505190276,桂AQ0877,江门市开平市,12:30,08:00:00,2.19163,1.66666666666667,,,,,,
SXCK202505190458,SO302025051900377032,2025-05-19,2025-05-19,广西深百情农林科技有限公司,邕之泰鲜品库,10607020,脊骨段（冷鲜）,50.0,公斤,SXCK202505190458,豫A910ZQ,百色市右江区,19:30,01:00:00,2.43398,0.0,,0.4166666666666667,0.8,120.0,14:38:57.672000,
SXCK202505190458,SO302025051900377032,2025-05-19,2025-05-19,广西深百情农林科技有限公司,邕之泰鲜品库,10609006,颈骨（冷鲜）,50.0,公斤,SXCK202505190458,豫A910ZQ,百色市右江区,19:30,01:00:00,2.43398,0.0,,0.4166666666666667,0.8,120.0,14:38:57.672000,
SXCK202505190458,SO302025051900377032,2025-05-19,2025-05-19,广西深百情农林科技有限公司,邕之泰鲜品库,10201005,带蹄前段,102.0,公斤,SXCK202505190458,豫A910ZQ,百色市右江区,19:30,01:00:00,2.43398,0.0,,0.028333333333333332,24.0,3600.0,15:02:15.672000,
SXCK202505190458,SO302025051900377032,2025-05-19,2025-05-19,广西深百情农林科技有限公司,邕之泰鲜品库,10203002,带皮软后段,250.0,公斤,SXCK202505190458,豫A910ZQ,百色市右江区,19:30,01:00:00,2.43398,0.0,,0.09259259259259259,18.0,2700.0,14:58:24.339000,
SXCK202505190458,SO302025051900377032,2025-05-19,2025-05-19,广西深百情农林科技有限公司,邕之泰鲜品库,10704013,带皮五花肉A,35.0,公斤,SXCK202505190458,豫A910ZQ,百色市右江区,19:30,01:00:00,2.43398,0.0,,0.025925925925925925,9.0,1350.0,15:02:24.339000,
SXCK202505190372,SO302025051900377033,2025-05-19,2025-05-19,广西新全龙食品有限公司,邕之泰鲜品库,10607020,脊骨段（冷鲜）,300.0,公斤,SXCK202505190372,桂A2C1C7,0,01:00,03:00:00,2.8361,0.0,,2.5,0.8,120.0,1899-12-29 17:39:50.040000,
SXCK202505190486,SO302025051900377034,2025-05-19,2025-05-19,广西浦北县中兴恒联商贸有限公司,邕之泰鲜品库,10619007,带肉尾叉骨（冷鲜）,50.0,公斤,SXCK202505190486,桂A1E3T8,0,19:30,05:30:00,2.41676,0.0,,0.17094017094017094,1.95,292.5,14:54:44.279000,
SXCK202505190486,SO302025051900377034,2025-05-19,2025-05-19,广西浦北县中兴恒联商贸有限公司,邕之泰鲜品库,10604003,带肉前腿骨（冷鲜）,100.0,公斤,SXCK202505190486,桂A1E3T8,0,19:30,05:30:00,2.41676,0.0,,0.6060606060606061,1.1,165.0,14:28:37.846000,
SXCK202505190293,SO302025051900377035,2025-05-19,2025-05-19,邓曲波,邕之泰鲜品库,10202013,大中段,60.0,公斤,SXCK202505190293,皖K5208Q,黔南布依族苗族自治州都匀市,14:00,01:00:00,2.00844,1.45,,0.016666666666666666,24.0,3600.0,09:58:29.616000,
SXCK202505190293,SO302025051900377035,2025-05-19,2025-05-19,邓曲波,邕之泰鲜品库,10704061,带皮五花肉A（精修）,50.0,公斤,SXCK202505190293,皖K5208Q,黔南布依族苗族自治州都匀市,14:00,01:00:00,2.00844,1.45,,0.037037037037037035,9.0,1350.0,09:57:16.283000,
SXCK202505190293,SO302025051900377035,2025-05-19,2025-05-19,邓曲波,邕之泰鲜品库,10201010,去肘去前排前段,50.0,公斤,SXCK202505190293,皖K5208Q,黔南布依族苗族自治州都匀市,14:00,01:00:00,2.00844,1.45,,0.016666666666666666,20.0,3000.0,09:58:29.616000,
SXCK202505190293,SO302025051900377035,2025-05-19,2025-05-19,邓曲波,邕之泰鲜品库,10203005,去肘后段,40.0,公斤,SXCK202505190293,皖K5208Q,黔南布依族苗族自治州都匀市,14:00,01:00:00,2.00844,1.45,,0.012698412698412698,21.0,3150.0,09:58:43.902000,
SXCK202505190293,SO302025051900377035,2025-05-19,2025-05-19,邓曲波,邕之泰鲜品库,10706002,3:7碎肥,50.0,公斤,SXCK202505190293,皖K5208Q,黔南布依族苗族自治州都匀市,14:00,01:00:00,2.00844,1.45,,0.1111111111111111,3.0,450.0,09:52:49.616000,
SXCK202505190396,SO302025051900377036,2025-05-19,2025-05-19,北京中润优鲜达冷链运输有限公司,邕之泰鲜品库,10313005,猪腰,60.0,公斤,SXCK202505190396,桂C22038,0,17:00,09:00:00,3.21138,0.0,,1.6666666666666667,0.24,36.0,10:07:19.032000,
SXCK202505190396,SO302025051900377036,2025-05-19,2025-05-19,北京中润优鲜达冷链运输有限公司,邕之泰鲜品库,10311001,猪心,10.0,公斤,SXCK202505190396,桂C22038,0,17:00,09:00:00,3.21138,0.0,,0.21505376344086022,0.31,46.5,11:34:24.838000,
SXCK202505190396,SO302025051900377036,2025-05-19,2025-05-19,北京中润优鲜达冷链运输有限公司,邕之泰鲜品库,10309005,猪肝,100.0,公斤,SXCK202505190396,桂C22038,0,17:00,09:00:00,3.21138,0.0,,0.5555555555555556,1.2,180.0,11:13:59.032000,
SXCK202505190396,SO302025051900377036,2025-05-19,2025-05-19,北京中润优鲜达冷链运输有限公司,邕之泰鲜品库,10202007,去大排肌肉中段,300.0,公斤,SXCK202505190396,桂C22038,0,17:00,09:00:00,3.21138,0.0,,0.125,16.0,2400.0,11:39:49.032000,
SXCK202505190397,SO302025051900377037,2025-05-19,2025-05-19,北京中润优鲜达冷链运输有限公司,邕之泰鲜品库,10614015,带肉扇骨（冷鲜）,20.0,公斤,SXCK202505190397,桂C22038,东莞市虎门镇,17:00,09:00:00,3.21138,0.5,,0.16666666666666666,0.8,120.0,11:37:19.032000,
SXCK202505190397,SO302025051900377037,2025-05-19,2025-05-19,北京中润优鲜达冷链运输有限公司,邕之泰鲜品库,10311001,猪心,1.0,公斤,SXCK202505190397,桂C22038,东莞市虎门镇,17:00,09:00:00,3.21138,0.5,,0.021505376344086023,0.31,46.5,11:46:01.613000,
SXCK202505190397,SO302025051900377037,2025-05-19,2025-05-19,北京中润优鲜达冷链运输有限公司,邕之泰鲜品库,10309005,猪肝,1.0,公斤,SXCK202505190397,桂C22038,东莞市虎门镇,17:00,09:00:00,3.21138,0.5,,0.005555555555555556,1.2,180.0,11:46:59.032000,
SXCK202505190397,SO302025051900377037,2025-05-19,2025-05-19,北京中润优鲜达冷链运输有限公司,邕之泰鲜品库,10202006,带皮中段,90.0,公斤,SXCK202505190397,桂C22038,东莞市虎门镇,17:00,09:00:00,3.21138,0.5,,0.03,20.0,3000.0,11:45:31.032000,
SXCK202505190385,SO302025051900377040,2025-05-19,2025-05-19,肇庆市新万悦百货商场经营有限公司,邕之泰鲜品库,10614001,带肉扇骨,10.0,公斤,SXCK202505190385,桂AAJ731,肇庆市端州区,15:30,02:00:00,5.2963,8.13333333333333,,0.08333333333333333,0.8,120.0,08:07:13.320000,
SXCK202505190385,SO302025051900377040,2025-05-19,2025-05-19,肇庆市新万悦百货商场经营有限公司,邕之泰鲜品库,10619002,带肉尾叉骨,150.0,公斤,SXCK202505190385,桂AAJ731,肇庆市端州区,15:30,02:00:00,5.2963,8.13333333333333,,0.5,2.0,300.0,07:42:13.320000,
SXCK202505190385,SO302025051900377040,2025-05-19,2025-05-19,肇庆市新万悦百货商场经营有限公司,邕之泰鲜品库,10314041,大前脚,30.0,公斤,SXCK202505190385,桂AAJ731,肇庆市端州区,15:30,02:00:00,5.2963,8.13333333333333,,,,,,
SXCK202505190385,SO302025051900377040,2025-05-19,2025-05-19,肇庆市新万悦百货商场经营有限公司,邕之泰鲜品库,10610001,精无颈前排,100.0,公斤,SXCK202505190385,桂AAJ731,肇庆市端州区,15:30,02:00:00,5.2963,8.13333333333333,,0.3333333333333333,2.0,300.0,07:52:13.320000,
SXCK202505190385,SO302025051900377040,2025-05-19,2025-05-19,肇庆市新万悦百货商场经营有限公司,邕之泰鲜品库,10606004,大肋排(去尾脊骨),150.0,公斤,SXCK202505190385,桂AAJ731,肇庆市端州区,15:30,02:00:00,5.2963,8.13333333333333,,0.25,4.0,600.0,07:57:13.320000,
SXCK202505190385,SO302025051900377040,2025-05-19,2025-05-19,肇庆市新万悦百货商场经营有限公司,邕之泰鲜品库,10311001,猪心,20.0,公斤,SXCK202505190385,桂AAJ731,肇庆市端州区,15:30,02:00:00,5.2963,8.13333333333333,,0.43010752688172044,0.31,46.5,07:46:24.933000,
SXCK202505190385,SO302025051900377040,2025-05-19,2025-05-19,肇庆市新万悦百货商场经营有限公司,邕之泰鲜品库,10310002,猪肚,20.0,公斤,SXCK202505190385,桂AAJ731,肇庆市端州区,15:30,02:00:00,5.2963,8.13333333333333,,0.26666666666666666,0.5,75.0,07:56:13.320000,
SXCK202505190385,SO302025051900377040,2025-05-19,2025-05-19,肇庆市新万悦百货商场经营有限公司,邕之泰鲜品库,10309005,猪肝,20.0,公斤,SXCK202505190385,桂AAJ731,肇庆市端州区,15:30,02:00:00,5.2963,8.13333333333333,,0.1111111111111111,1.2,180.0,08:05:33.320000,
SXCK202505190346,SO302025051900377041,2025-05-19,2025-05-19,广东鲜知瑞农产品供应链有限公司,邕之泰鲜品库,10202017,带皮带骨中方肉（一级）,400.0,公斤,SXCK202505190346,桂AR03U5,佛山市禅城区,16:00,16:00:00,6.26942,0.333333333333333,,,,,,
SXCK202505190346,SO302025051900377041,2025-05-19,2025-05-19,广东鲜知瑞农产品供应链有限公司,邕之泰鲜品库,10314035,带肘后脚（冷鲜）,300.0,公斤,SXCK202505190346,桂AR03U5,佛山市禅城区,16:00,16:00:00,6.26942,0.333333333333333,,1.0,2.0,300.0,06:43:50.088000,
SXCK202505190346,SO302025051900377041,2025-05-19,2025-05-19,广东鲜知瑞农产品供应链有限公司,邕之泰鲜品库,10614015,带肉扇骨（冷鲜）,50.0,公斤,SXCK202505190346,桂AR03U5,佛山市禅城区,16:00,16:00:00,6.26942,0.333333333333333,,0.4166666666666667,0.8,120.0,07:18:50.088000,
SXCK202505190346,SO302025051900377041,2025-05-19,2025-05-19,广东鲜知瑞农产品供应链有限公司,邕之泰鲜品库,10202006,带皮中段,50.0,公斤,SXCK202505190346,桂AR03U5,佛山市禅城区,16:00,16:00:00,6.26942,0.333333333333333,,0.016666666666666666,20.0,3000.0,07:42:50.088000,
SXCK202505190379,SO302025051900377044,2025-05-19,2025-05-19,广州佳汇鲜食品有限公司,邕之泰鲜品库,10314035,带肘后脚（冷鲜）,120.0,公斤,SXCK202505190379,桂A2C1C7,0,15:30,06:00:00,5.2963,0.0,,0.4,2.0,300.0,07:48:13.320000,
SXCK202505190379,SO302025051900377044,2025-05-19,2025-05-19,广州佳汇鲜食品有限公司,邕之泰鲜品库,10202007,去大排肌肉中段,600.0,公斤,SXCK202505190379,桂A2C1C7,0,15:30,06:00:00,5.2963,0.0,,0.25,16.0,2400.0,07:57:13.320000,
SXCK202505190380,SO302025051900377045,2025-05-19,2025-05-19,广州佳汇鲜食品有限公司,邕之泰鲜品库,10401034,带皮颈背肌肉,20.0,公斤,SXCK202505190380,桂A2C1C7,广州市白云区,15:30,06:00:00,5.2963,2.08333333333333,,0.03333333333333333,4.0,600.0,08:10:13.320000,
SXCK202505190380,SO302025051900377045,2025-05-19,2025-05-19,广州佳汇鲜食品有限公司,邕之泰鲜品库,10406004,小里脊,5.0,公斤,SXCK202505190380,桂A2C1C7,广州市白云区,15:30,06:00:00,5.2963,2.08333333333333,,0.047619047619047616,0.7,105.0,08:09:21.891000,
SXCK202505190380,SO302025051900377045,2025-05-19,2025-05-19,广州佳汇鲜食品有限公司,邕之泰鲜品库,10401002,颈背肌肉,30.0,公斤,SXCK202505190380,桂A2C1C7,广州市白云区,15:30,06:00:00,5.2963,2.08333333333333,,0.06666666666666667,3.0,450.0,08:08:13.320000,
SXCK202505190380,SO302025051900377045,2025-05-19,2025-05-19,广州佳汇鲜食品有限公司,邕之泰鲜品库,10310002,猪肚,20.0,公斤,SXCK202505190380,桂A2C1C7,广州市白云区,15:30,06:00:00,5.2963,2.08333333333333,,0.26666666666666666,0.5,75.0,07:56:13.320000,
SXCK202505190380,SO302025051900377045,2025-05-19,2025-05-19,广州佳汇鲜食品有限公司,邕之泰鲜品库,10202007,去大排肌肉中段,70.0,公斤,SXCK202505190380,桂A2C1C7,广州市白云区,15:30,06:00:00,5.2963,2.08333333333333,,0.029166666666666667,16.0,2400.0,08:10:28.320000,
SXCK202505190493,SO302025051900377062,2025-05-19,2025-05-19,云南蜀丰食品有限公司,邕之泰鲜品库,10704068,带皮五花肉A(冷鲜),300.0,公斤,SXCK202505190493,皖KY2619,文山壮族苗族自治州砚山县,20:30,07:00:00,2.62872,9.15,,,,,,
SXCK202505190493,SO302025051900377062,2025-05-19,2025-05-19,云南蜀丰食品有限公司,邕之泰鲜品库,10203002,带皮软后段,710.0,公斤,SXCK202505190493,皖KY2619,文山壮族苗族自治州砚山县,20:30,07:00:00,2.62872,9.15,,0.26296296296296295,18.0,2700.0,15:36:29.941000,
SXCK202505190376,SO302025051900377067,2025-05-19,2025-05-19,湖南鸿懋农产品有限责任公司,邕之泰鲜品库,10610009,无颈通排（冷鲜）,150.0,公斤,SXCK202505190376,桂A2C1C7,长沙市长沙县,16:30,19:00:00,4.86487,0.5,,0.16666666666666666,6.0,900.0,09:28:06.468000,
SXCK202505190365,SO302025051900377073,2025-05-19,2025-05-19,东莞市荣联食品有限公司,邕之泰鲜品库,10720010,带皮面肉（精修）,800.0,公斤,SXCK202505190365,桂AR03U5,东莞市中堂镇,17:00,11:00:00,5.6096,0.0,,3.5555555555555554,1.5,225.0,05:50:05.440000,
SXCK202505190611,SO302025051900377081,2025-05-19,2025-05-19,成都齐象兄弟食品有限公司,邕之泰鲜品库,10203004,去皮软后段,7500.0,公斤,SXCK202505190611,桂AV3918,德阳市中江县,22:00,08:00:00,7.48676,20.2666666666667,,3.3333333333333335,15.0,2250.0,09:10:47.664000,
SXCK202505190431,SO302025051900377082,2025-05-19,2025-05-19,柳州市华彦食品有限公司,邕之泰鲜品库,10309005,猪肝,10.0,公斤,SXCK202505190431,豫A910ZQ,柳州市鱼峰区,19:30,01:30:00,2.30632,0.0,,0.05555555555555555,1.2,180.0,15:08:17.248000,
SXCK202505190431,SO302025051900377082,2025-05-19,2025-05-19,柳州市华彦食品有限公司,邕之泰鲜品库,10706002,3:7碎肥,120.0,公斤,SXCK202505190431,豫A910ZQ,柳州市鱼峰区,19:30,01:30:00,2.30632,0.0,,0.26666666666666666,3.0,450.0,14:55:37.248000,
SXCK202505190368,SO302025051900377083,2025-05-19,2025-05-19,湖南八方圆农业科技有限公司,邕之泰鲜品库,10503007,脊膘A,50.0,公斤,SXCK202505190368,桂AR03U5,长沙市长沙县,16:30,19:00:00,4.86487,0.0,,,,,,
SXCK202505190368,SO302025051900377083,2025-05-19,2025-05-19,湖南八方圆农业科技有限公司,邕之泰鲜品库,10503002,脊膘,100.0,公斤,SXCK202505190368,桂AR03U5,长沙市长沙县,16:30,19:00:00,4.86487,0.0,,0.6666666666666666,1.0,150.0,08:58:06.468000,
SXCK202505190368,SO302025051900377083,2025-05-19,2025-05-19,湖南八方圆农业科技有限公司,邕之泰鲜品库,10409001,精碎肉,50.0,公斤,SXCK202505190368,桂AR03U5,长沙市长沙县,16:30,19:00:00,4.86487,0.0,,0.2564102564102564,1.3,195.0,09:22:43.391000,
SXCK202505190348,SO302025051900377086,2025-05-19,2025-05-19,鸿鑫邦悦（广州）供应链管理有限公司,邕之泰鲜品库,10401034,带皮颈背肌肉,350.0,公斤,SXCK202505190348,桂AR03U5,广州市天河区,15:30,10:00:00,5.2963,0.5,,0.5833333333333334,4.0,600.0,07:37:13.320000,
SXCK202505190348,SO302025051900377086,2025-05-19,2025-05-19,鸿鑫邦悦（广州）供应链管理有限公司,邕之泰鲜品库,10614015,带肉扇骨（冷鲜）,100.0,公斤,SXCK202505190348,桂AR03U5,广州市天河区,15:30,10:00:00,5.2963,0.5,,0.8333333333333334,0.8,120.0,07:22:13.320000,
SXCK202505190348,SO302025051900377086,2025-05-19,2025-05-19,鸿鑫邦悦（广州）供应链管理有限公司,邕之泰鲜品库,10406004,小里脊,50.0,公斤,SXCK202505190348,桂AR03U5,广州市天河区,15:30,10:00:00,5.2963,0.5,,0.47619047619047616,0.7,105.0,07:43:39.034000,
SXCK202505190386,SO302025051900377103,2025-05-19,2025-05-19,梁耀明,邕之泰鲜品库,10612001,有颈通排,50.0,公斤,SXCK202505190386,桂AAJ731,肇庆市端州区,15:30,04:00:00,5.2963,0.0,,0.0392156862745098,8.5,1275.0,08:09:52.144000,
SXCK202505190386,SO302025051900377103,2025-05-19,2025-05-19,梁耀明,邕之泰鲜品库,10619002,带肉尾叉骨,100.0,公斤,SXCK202505190386,桂AAJ731,肇庆市端州区,15:30,04:00:00,5.2963,0.0,,0.3333333333333333,2.0,300.0,07:52:13.320000,
SXCK202505190386,SO302025051900377103,2025-05-19,2025-05-19,梁耀明,邕之泰鲜品库,10201005,带蹄前段,150.0,公斤,SXCK202505190386,桂AAJ731,肇庆市端州区,15:30,04:00:00,5.2963,0.0,,0.041666666666666664,24.0,3600.0,08:09:43.320000,
SXCK202505190374,SO302025051900377104,2025-05-19,2025-05-19,长沙市威联食品有限责任公司,邕之泰鲜品库,10704068,带皮五花肉A(冷鲜),100.0,公斤,SXCK202505190374,桂A2C1C7,长沙市开福区,16:30,19:00:00,4.86487,0.5,,,,,,
SXCK202505190374,SO302025051900377104,2025-05-19,2025-05-19,长沙市威联食品有限责任公司,邕之泰鲜品库,10603006,带肉后腿骨（冷鲜）,100.0,公斤,SXCK202505190374,桂A2C1C7,长沙市开福区,16:30,19:00:00,4.86487,0.5,,0.3333333333333333,2.0,300.0,09:18:06.468000,
SXCK202505190374,SO302025051900377104,2025-05-19,2025-05-19,长沙市威联食品有限责任公司,邕之泰鲜品库,10609006,颈骨（冷鲜）,30.0,公斤,SXCK202505190374,桂A2C1C7,长沙市开福区,16:30,19:00:00,4.86487,0.5,,0.25,0.8,120.0,09:23:06.468000,
SXCK202505190374,SO302025051900377104,2025-05-19,2025-05-19,长沙市威联食品有限责任公司,邕之泰鲜品库,10503002,脊膘,50.0,公斤,SXCK202505190374,桂A2C1C7,长沙市开福区,16:30,19:00:00,4.86487,0.5,,0.3333333333333333,1.0,150.0,09:18:06.468000,
SXCK202505190465,SO302025051900377105,2025-05-19,2025-05-19,桂林市鑫善食品有限公司,邕之泰鲜品库,10201023,带皮软前段M,1500.0,公斤,SXCK202505190465,豫A910ZQ,桂林市叠彩区,19:30,08:00:00,3.48292,2.2,,1.0526315789473684,9.5,1425.0,12:57:52.014000,
SXCK202505190390,SO302025051900377107,2025-05-19,2025-05-19,深圳市绿康肉类有限公司龙坪分公司,邕之泰鲜品库,10405034,猪后展,60.0,公斤,SXCK202505190390,桂AAJ731,深圳龙岗区,17:00,16:00:00,3.21138,1.66666666666667,,,,,,
SXCK202505190390,SO302025051900377107,2025-05-19,2025-05-19,深圳市绿康肉类有限公司龙坪分公司,邕之泰鲜品库,10401002,颈背肌肉,200.0,公斤,SXCK202505190390,桂AAJ731,深圳龙岗区,17:00,16:00:00,3.21138,1.66666666666667,,0.4444444444444444,3.0,450.0,11:20:39.032000,
SXCK202505190390,SO302025051900377107,2025-05-19,2025-05-19,深圳市绿康肉类有限公司龙坪分公司,邕之泰鲜品库,10402008,前腿肌肉,400.0,公斤,SXCK202505190390,桂AAJ731,深圳龙岗区,17:00,16:00:00,3.21138,1.66666666666667,,0.4444444444444444,6.0,900.0,11:20:39.032000,
SXCK202505190390,SO302025051900377107,2025-05-19,2025-05-19,深圳市绿康肉类有限公司龙坪分公司,邕之泰鲜品库,10311001,猪心,30.0,公斤,SXCK202505190390,桂AAJ731,深圳龙岗区,17:00,16:00:00,3.21138,1.66666666666667,,0.6451612903225806,0.31,46.5,11:08:36.451000,
SXCK202505190308,SO302025051900377108,2025-05-19,2025-05-19,广州海霸王食品有限公司,邕之泰鲜品库,10201027,去皮软前段M,10950.0,公斤,SXCK202505190308,桂R86529,广州市从化区,13:00,10:00:00,10.95,10.9666666666667,,8.588235294117647,8.5,1275.0,1899-12-29 15:27:42.353000,
SXCK202505190345,SO302025051900377112,2025-05-19,2025-05-19,广西隆林大宗供应链有限公司,邕之泰鲜品库,10314041,大前脚,10.0,公斤,SXCK202505190345,桂AR03U5,百色市隆林各族自治县,16:00,01:00:00,2.31558,7.46666666666667,,,,,,
SXCK202505190345,SO302025051900377112,2025-05-19,2025-05-19,广西隆林大宗供应链有限公司,邕之泰鲜品库,10604003,带肉前腿骨（冷鲜）,10.0,公斤,SXCK202505190345,桂AR03U5,百色市隆林各族自治县,16:00,01:00:00,2.31558,7.46666666666667,,0.06060606060606061,1.1,165.0,11:37:25.730000,
SXCK202505190345,SO302025051900377112,2025-05-19,2025-05-19,广西隆林大宗供应链有限公司,邕之泰鲜品库,10201023,带皮软前段M,135.0,公斤,SXCK202505190345,桂AR03U5,百色市隆林各族自治县,16:00,01:00:00,2.31558,7.46666666666667,,0.09473684210526316,9.5,1425.0,11:35:22.859000,
SXCK202505190345,SO302025051900377112,2025-05-19,2025-05-19,广西隆林大宗供应链有限公司,邕之泰鲜品库,10610003,无颈通排,43.0,公斤,SXCK202505190345,桂AR03U5,百色市隆林各族自治县,16:00,01:00:00,2.31558,7.46666666666667,,0.04777777777777778,6.0,900.0,11:38:11.912000,
SXCK202505190345,SO302025051900377112,2025-05-19,2025-05-19,广西隆林大宗供应链有限公司,邕之泰鲜品库,10203002,带皮软后段,140.0,公斤,SXCK202505190345,桂AR03U5,百色市隆林各族自治县,16:00,01:00:00,2.31558,7.46666666666667,,0.05185185185185185,18.0,2700.0,11:37:57.245000,
SXCK202505190345,SO302025051900377112,2025-05-19,2025-05-19,广西隆林大宗供应链有限公司,邕之泰鲜品库,10704002,带皮五花肉,20.0,公斤,SXCK202505190345,桂AR03U5,百色市隆林各族自治县,16:00,01:00:00,2.31558,7.46666666666667,,0.014814814814814815,9.0,1350.0,11:40:10.579000,
SXCK202505190360,SO302025051900377114,2025-05-19,2025-05-19,李伶俐,邕之泰鲜品库,10619007,带肉尾叉骨（冷鲜）,50.0,公斤,SXCK202505190360,桂AR03U5,长沙市长沙县,16:30,19:00:00,4.86487,0.0,,0.17094017094017094,1.95,292.5,09:27:51.083000,
SXCK202505190360,SO302025051900377114,2025-05-19,2025-05-19,李伶俐,邕之泰鲜品库,10406004,小里脊,30.0,公斤,SXCK202505190360,桂AR03U5,长沙市长沙县,16:30,19:00:00,4.86487,0.0,,0.2857142857142857,0.7,105.0,09:20:57.897000,
SXCK202505190360,SO302025051900377114,2025-05-19,2025-05-19,李伶俐,邕之泰鲜品库,10305001,板油,50.0,公斤,SXCK202505190360,桂AR03U5,长沙市长沙县,16:30,19:00:00,4.86487,0.0,,0.16666666666666666,2.0,300.0,09:28:06.468000,
SXCK202505190353,SO302025051900377115,2025-05-19,2025-05-19,广州市海远肉类供应链有限公司,邕之泰鲜品库,10704067,带皮五花肉(冷鲜),1000.0,公斤,SXCK202505190353,桂AR03U5,广州市天河区,15:30,13:00:00,5.2963,0.0,,,,,,
SXCK202505190402,SO302025051900377117,2025-05-19,2025-05-19,东莞周渊山,邕之泰鲜品库,10603006,带肉后腿骨（冷鲜）,200.0,公斤,SXCK202505190402,豫LH8111,东莞市厚街镇,17:00,03:00:00,3.21138,0.5,,0.6666666666666666,2.0,300.0,11:07:19.032000,
SXCK202505190402,SO302025051900377117,2025-05-19,2025-05-19,东莞周渊山,邕之泰鲜品库,10607020,脊骨段（冷鲜）,20.0,公斤,SXCK202505190402,豫LH8111,东莞市厚街镇,17:00,03:00:00,3.21138,0.5,,0.16666666666666666,0.8,120.0,11:37:19.032000,
SXCK202505190402,SO302025051900377117,2025-05-19,2025-05-19,东莞周渊山,邕之泰鲜品库,10619007,带肉尾叉骨（冷鲜）,30.0,公斤,SXCK202505190402,豫LH8111,东莞市厚街镇,17:00,03:00:00,3.21138,0.5,,0.10256410256410256,1.95,292.5,11:41:09.801000,
SXCK202505190402,SO302025051900377117,2025-05-19,2025-05-19,东莞周渊山,邕之泰鲜品库,10314034,带肘前脚（冷鲜）,50.0,公斤,SXCK202505190402,豫LH8111,东莞市厚街镇,17:00,03:00:00,3.21138,0.5,,0.16666666666666666,2.0,300.0,11:37:19.032000,
SXCK202505190402,SO302025051900377117,2025-05-19,2025-05-19,东莞周渊山,邕之泰鲜品库,10314035,带肘后脚（冷鲜）,50.0,公斤,SXCK202505190402,豫LH8111,东莞市厚街镇,17:00,03:00:00,3.21138,0.5,,0.16666666666666666,2.0,300.0,11:37:19.032000,
SXCK202505190402,SO302025051900377117,2025-05-19,2025-05-19,东莞周渊山,邕之泰鲜品库,10309005,猪肝,100.0,公斤,SXCK202505190402,豫LH8111,东莞市厚街镇,17:00,03:00:00,3.21138,0.5,,0.5555555555555556,1.2,180.0,11:13:59.032000,
SXCK202505200047,SO302025051900377118,2025-05-19,2025-05-19,王一实业集团衡阳香江百货有限公司,邕之泰鲜品库,10603006,带肉后腿骨（冷鲜）,100.0,公斤,SXCK202505200047,桂AQ5773,衡阳市石鼓区,23:30,23:00:00,5.98296,0.333333333333333,,0.3333333333333333,2.0,300.0,15:11:01.344000,
SXCK202505200047,SO302025051900377118,2025-05-19,2025-05-19,王一实业集团衡阳香江百货有限公司,邕之泰鲜品库,10606017,大肋排（去尾脊骨）（冷鲜）,1000.0,公斤,SXCK202505200047,桂AQ5773,衡阳市石鼓区,23:30,23:00:00,5.98296,0.333333333333333,,1.6666666666666667,4.0,600.0,13:51:01.344000,
